id	Всего сообщений	Сообщений ученика	Сообщений учителя
495675061	12	5	7
77379207	58	35	23
308783268	21	12	9
243683055	26	12	14
212520678	10	7	3
197641288	5	3	2
362795250	13	10	3
184185690	40	20	20
206082485	17	10	7
176531709	9	8	1
439255652	70	41	29
475985089	11	5	6
217167991	25	16	9
104337291	46	23	23
195361410	12	5	7
513851036	11	8	3
356086737	29	15	14
253742330	9	5	4
142076332	41	22	19
483035302	7	3	4
121158722	17	8	9
420860556	9	4	5
191798417	18	12	6
136701090	16	11	5
135407988	7	4	3
90695351	41	20	21
247287243	83	38	45
360505317	4	2	2
204790885	9	5	4
336784195	41	15	26
74167423	13	9	4
278222016	4	2	2
159312454	30	13	17
392602952	7	3	4
167323115	14	3	11
125734249	9	7	2
252553337	8	4	4
246566778	11	8	3
522612773	56	23	33
204412822	10	5	5
236047695	14	7	7
239242637	24	13	11
252359766	23	12	11
148376296	6	3	3
307526196	5	2	3
313895617	12	9	3
205329235	13	6	7
495886840	5	3	2
235753072	6	3	3
146416118	22	14	8
259195735	6	3	3
228979732	4	2	2
265636801	8	7	1
115264673	24	10	14
324746040	14	8	6
163805771	5	2	3
338826203	10	8	2
163993908	18	14	4
537336815	7	5	2
134654668	21	11	10
170127725	56	37	19
315561369	8	7	1
216785923	20	11	9
469600198	37	21	16
399052033	46	20	26
141270329	31	16	15
336058289	30	16	14
131526168	11	6	5
162038927	14	6	8
249825699	8	3	5
215759636	36	19	17
90559339	15	12	3
212808246	9	5	4
486130079	15	10	5
208231323	20	12	8
270973135	12	8	4
352398839	11	5	6
121710452	8	5	3
541364344	36	21	15
52309335	5	2	3
223742098	18	8	10
333671146	12	9	3
525232063	60	33	27
535557015	82	32	50
138927457	16	11	5
338451325	21	13	8
121996489	14	7	7
541760679	29	16	13
147276363	11	9	2
116547531	10	8	2
229397955	11	4	7
179646332	13	7	6
129087905	42	26	16
376049148	23	12	11
344354248	81	56	25
222204648	13	6	7
256344721	16	8	8
140221062	6	5	1
369765378	3	1	2
230492364	25	11	14
154831294	23	14	9
98041372	17	11	6
150623207	7	6	1
232931146	19	10	9
304104504	19	12	7
508317383	10	8	2
78355078	11	8	3
317532162	21	11	10
224776695	5	3	2
275759771	18	11	7
139183168	14	10	4
498540943	21	15	6
273503745	14	7	7
184857204	32	14	18
195917050	12	9	3
295272586	24	7	17
508381516	15	8	7
321893244	12	5	7
115812501	17	7	10
179269610	7	4	3
537142238	24	13	11
271763488	22	11	11
134499467	24	16	8
534969157	12	7	5
393533043	7	6	1
207414742	4	2	2
119799595	13	7	6
543764641	92	45	47
371767513	10	8	2
228764519	8	5	3
250504792	13	9	4
544952797	14	9	5
544949868	40	17	23
544883312	2	2	0
544794584	9	5	4
544776546	17	10	7
544763802	8	6	2
544735677	18	10	8
544629525	2	2	0
544590701	3	3	0
544549634	29	14	15
544473919	6	6	0
544218969	9	6	3
544095833	11	8	3
544027920	10	8	2
543954702	10	8	2
543879545	7	6	1
543846974	21	9	12
543729450	6	6	0
543725825	5	5	0
543686386	11	7	4
543485631	6	6	0
543381441	10	8	2
543341184	18	13	5
542926037	8	7	1
542866165	8	7	1
542786011	5	4	1
542784711	6	6	0
542734417	6	3	3
542508366	6	6	0
542014195	10	8	2
541645408	19	13	6
541528198	5	5	0
541105584	11	8	3
540630006	7	6	1
540316612	18	11	7
540132091	6	6	0
539962653	15	11	4
539855071	5	4	1
539287118	9	7	2
539201716	6	6	0
539167829	6	6	0
538950259	18	10	8
538270935	15	9	6
537920759	8	7	1
537876010	12	7	5
537401268	11	8	3
537252955	11	8	3
536932655	11	5	6
536641100	6	6	0
536596928	3	3	0
536152736	8	7	1
535979158	22	10	12
535658047	6	6	0
535423277	23	11	12
535337547	14	5	9
534516328	6	6	0
534458274	27	12	15
533799454	6	6	0
533210725	13	7	6
533166295	14	9	5
532647982	19	11	8
532599377	2	2	0
531935939	6	6	0
531921328	6	6	0
531791429	17	10	7
530905230	21	17	4
530733760	6	6	0
530552849	2	2	0
530472583	18	7	11
530347148	6	6	0
529846250	3	3	0
529370191	9	8	1
528962836	11	8	3
528897345	1	1	0
528836676	7	3	4
528305376	6	6	0
527988015	6	6	0
527598645	27	14	13
527569256	6	6	0
527191177	5	5	0
526913261	6	6	0
526792819	5	3	2
526758629	5	4	1
526730043	6	6	0
526643024	6	6	0
526440713	3	3	0
526427934	9	6	3
525358861	7	4	3
525306194	23	14	9
525154238	2	2	0
524906952	6	6	0
524790931	3	3	0
524643768	8	7	1
524616965	6	4	2
524375954	9	7	2
523966364	87	44	43
523956156	6	5	1
523647146	5	5	0
522372788	6	6	0
522368102	8	7	1
522190861	41	21	20
522162132	13	8	5
522069624	62	32	30
522058664	5	5	0
521821541	16	11	5
521290134	33	21	12
521278810	100	42	58
521161030	5	5	0
520840338	6	6	0
520494787	5	4	1
520434872	10	8	2
520273840	8	5	3
520047622	2	2	0
519864382	6	6	0
519362623	6	6	0
519355974	6	4	2
517494763	3	2	1
517393217	13	7	6
517360239	6	6	0
517308534	5	5	0
517262357	11	7	4
517233167	10	8	2
517106462	6	6	0
516629011	10	8	2
516414262	6	6	0
516157558	5	5	0
515547655	3	3	0
515271593	6	6	0
514775509	1	1	0
514754269	5	5	0
514427753	23	12	11
513977156	6	6	0
513725443	12	9	3
513160581	6	6	0
512787664	3	3	0
512731349	6	6	0
512472491	6	6	0
512303780	6	6	0
511970927	6	6	0
511277792	8	6	2
511037349	6	6	0
511006487	5	4	1
510517008	6	6	0
509772720	9	7	2
509673900	2	2	0
509524435	14	9	5
509403248	2	2	0
509372168	15	10	5
509356405	6	6	0
509284296	6	6	0
508967119	3	3	0
508894889	10	8	2
508786145	32	18	14
508535119	3	3	0
508515329	6	6	0
508420727	13	8	5
508384130	14	9	5
508260275	6	6	0
508212280	5	5	0
508123096	13	9	4
508116053	6	6	0
508112332	15	10	5
508076918	9	7	2
508001614	8	4	4
507952337	5	5	0
507754641	6	5	1
507656181	7	5	2
507518612	3	3	0
507284459	5	5	0
507140691	29	17	12
506660540	5	5	0
506343997	5	4	1
506282199	6	6	0
506144490	15	10	5
505877598	8	7	1
505868329	6	6	0
505799540	9	7	2
505699627	6	6	0
505665000	6	6	0
505581467	14	9	5
505302345	16	12	4
505297336	2	2	0
505101849	6	6	0
504894325	13	9	4
504071807	16	8	8
503915151	6	6	0
503893507	3	3	0
503875834	12	8	4
503768723	3	3	0
503703501	9	7	2
503694668	10	8	2
503642515	2	2	0
503544016	6	6	0
503431955	6	6	0
503307258	20	12	8
503258435	6	6	0
503157129	6	6	0
503125428	17	11	6
503121257	6	6	0
503001012	17	10	7
502661527	6	6	0
502316587	37	15	22
502224543	6	6	0
502170820	12	8	4
502129626	3	3	0
501589364	19	11	8
501119893	14	10	4
501020131	6	6	0
500599936	6	6	0
500450969	10	8	2
500359446	27	16	11
500349958	13	9	4
500188236	5	5	0
500145360	6	6	0
500070846	11	8	3
499969750	17	8	9
499721801	6	6	0
499655201	2	2	0
499539714	5	4	1
499427892	6	6	0
499379498	6	6	0
499267879	5	5	0
498966311	14	9	5
498652579	12	8	4
498648965	18	11	7
498629927	10	8	2
498557848	5	5	0
498521275	46	23	23
498302219	6	6	0
498104301	11	9	2
498031791	6	6	0
498023994	6	6	0
498004793	9	7	2
497990946	2	2	0
497700761	3	3	0
497533176	8	6	2
497481728	6	6	0
497297588	6	6	0
497142238	6	6	0
497090181	5	5	0
497052424	13	8	5
496917161	11	8	3
496893936	6	6	0
496801531	2	2	0
496696814	6	6	0
496685164	11	8	3
496521284	2	2	0
496508135	6	6	0
496488740	3	3	0
496264273	8	6	2
495884755	8	7	1
495422023	9	7	2
495091883	6	6	0
494826927	6	6	0
494692271	3	3	0
494661695	2	2	0
494405403	8	7	1
494232827	6	6	0
494167818	22	14	8
494042693	6	6	0
493366609	6	6	0
493087540	17	11	6
492973265	6	6	0
492953186	10	8	2
492889724	6	6	0
492387751	6	6	0
492207400	6	6	0
492162505	5	5	0
492136273	24	14	10
491685612	10	8	2
491641751	6	6	0
491595185	8	6	2
491557628	13	9	4
491543192	7	6	1
491219727	7	6	1
491068517	3	3	0
490768270	15	10	5
490472604	21	13	8
490383953	33	16	17
490166274	14	10	4
489394301	9	8	1
489318634	6	6	0
489164062	8	7	1
489087458	16	10	6
488670925	14	9	5
488639954	15	10	5
488523163	9	7	2
488403154	6	6	0
487884306	6	6	0
487648390	6	6	0
487485665	15	12	3
487145369	10	7	3
487102247	10	8	2
486779480	2	2	0
486774353	7	6	1
486704313	47	22	25
486356436	14	9	5
486223943	8	5	3
486157138	6	6	0
486004944	33	19	14
485983309	12	9	3
485923360	12	8	4
485064390	5	5	0
485049982	6	6	0
484837714	7	5	2
484485234	5	5	0
484443541	6	6	0
484168203	5	5	0
483999948	6	6	0
483970055	12	9	3
483557503	6	6	0
483552770	6	6	0
483504581	17	11	6
483456334	10	6	4
483398296	6	6	0
483195829	20	13	7
483185605	49	26	23
482695200	12	5	7
482344612	8	7	1
482185315	14	9	5
482060754	8	7	1
481100516	3	3	0
480940778	53	25	28
480512518	6	6	0
479175187	5	4	1
479158865	12	9	3
479099061	6	6	0
478943229	6	6	0
478745404	6	6	0
478604648	17	11	6
478585933	6	6	0
477783904	6	6	0
477386566	16	12	4
477211363	17	12	5
477058239	13	8	5
477050876	14	10	4
476893229	14	9	5
475934828	7	4	3
475366021	6	6	0
475356922	6	6	0
475040040	20	10	10
474861618	8	4	4
474658715	18	9	9
474630642	5	3	2
474128378	15	8	7
473858210	24	14	10
473181982	12	9	3
472902007	14	8	6
472665019	9	5	4
472569323	6	6	0
472337147	3	3	0
471927168	28	11	17
471794654	10	7	3
471650901	22	13	9
471236350	6	6	0
471008813	6	6	0
470920452	6	6	0
470874382	10	8	2
470797100	6	6	0
470525982	13	9	4
470286345	3	3	0
469992141	3	3	0
469603604	18	9	9
469161602	23	9	14
468245122	6	6	0
467898268	6	6	0
467888316	5	5	0
467506533	3	3	0
467174170	6	6	0
466753485	6	6	0
466430201	5	5	0
465797548	6	6	0
465593666	8	6	2
465550608	5	5	0
465359308	3	3	0
465356361	11	8	3
465166913	8	7	1
465121904	6	6	0
465078993	8	7	1
464135368	6	6	0
463946620	6	6	0
463820156	8	7	1
463352333	5	5	0
462668504	28	15	13
462664283	18	11	7
461975054	9	7	2
461465875	6	6	0
461402247	8	7	1
461293362	11	7	4
461280379	13	7	6
461094266	6	6	0
461055515	8	7	1
460926799	6	5	1
460693905	10	5	5
460299213	10	8	2
459908220	12	9	3
459142695	3	3	0
458933966	8	7	1
458317991	15	7	8
458237190	9	7	2
457581878	12	9	3
457355293	6	6	0
457039160	6	6	0
456468182	5	5	0
456232007	2	2	0
456036903	11	8	3
455905664	8	7	1
455792937	6	6	0
455560760	2	2	0
455114547	6	6	0
454947637	9	7	2
454656336	11	8	3
454639673	6	6	0
454490160	20	13	7
454210271	6	6	0
454095268	6	4	2
454085949	2	2	0
453987900	6	6	0
453864351	26	13	13
453486287	2	2	0
452876801	6	6	0
452194097	5	5	0
451886090	21	14	7
451672686	6	3	3
451470778	6	6	0
451459040	5	5	0
449570403	1	1	0
448945519	7	6	1
448707762	9	7	2
448378590	6	6	0
448157539	14	6	8
448042136	1	1	0
447955057	1	1	0
447610276	6	6	0
447379623	22	13	9
447304081	5	5	0
447239041	28	14	14
446976865	9	7	2
446818796	8	5	3
446780969	3	3	0
446720124	6	6	0
446532794	6	6	0
446165573	3	3	0
446129117	1	1	0
446093990	9	5	4
446022317	11	8	3
445933199	3	3	0
445853679	14	9	5
445615637	6	6	0
445453276	6	6	0
445095241	16	10	6
444874516	3	3	0
444645380	3	3	0
444498870	7	4	3
444404901	7	5	2
444238559	6	6	0
444100744	8	7	1
443985677	8	7	1
443971011	6	6	0
443950373	3	3	0
443873537	2	2	0
443623920	3	3	0
443571912	17	10	7
443114798	54	27	27
442956948	10	8	2
442785580	11	7	4
442285920	5	4	1
442206457	3	3	0
441970695	5	5	0
441876234	6	6	0
441768123	6	6	0
441734747	3	3	0
441542499	7	6	1
441428037	10	5	5
440298082	14	10	4
439931585	2	2	0
439757670	6	6	0
439735146	17	10	7
439575586	6	6	0
439571356	3	3	0
439552406	40	20	20
439482487	64	33	31
439171516	17	8	9
438601355	5	5	0
438482093	6	6	0
437996570	6	6	0
437743575	12	8	4
437645760	3	3	0
437450350	16	11	5
437427322	7	6	1
437072091	2	2	0
436939056	1	1	0
436798348	6	6	0
436666168	8	7	1
436398679	16	9	7
436313956	8	7	1
436077453	2	2	0
436009598	5	5	0
435898170	9	5	4
435756256	16	12	4
435434367	6	6	0
435403735	6	6	0
435224244	12	9	3
435214571	29	18	11
435189010	15	8	7
434729885	2	2	0
434617830	8	7	1
434468247	13	9	4
434053252	6	6	0
434009785	2	2	0
433979379	19	12	7
433941477	42	23	19
433654419	3	3	0
433540496	3	3	0
433305679	3	3	0
433146184	10	6	4
433094741	14	10	4
432553095	8	7	1
432502054	5	5	0
432368765	2	2	0
432316311	2	2	0
432090366	5	4	1
432011946	5	5	0
431996517	6	6	0
431891681	5	5	0
431647955	5	5	0
431373872	13	10	3
431335765	3	3	0
431268557	6	6	0
431042964	6	6	0
431039458	6	6	0
430873395	6	6	0
430721578	7	5	2
430442326	6	6	0
430216050	1	1	0
430048976	5	5	0
429513930	6	6	0
429367045	6	6	0
429145349	9	6	3
428733359	7	5	2
427393063	8	7	1
427282257	6	6	0
427170761	8	7	1
426675105	3	3	0
426561538	3	3	0
425049059	10	8	2
424556525	17	9	8
424222580	8	7	1
424027015	6	6	0
423859799	16	11	5
423044801	5	5	0
422054517	1	1	0
421891667	3	3	0
421431758	6	6	0
421280193	8	6	2
421088171	13	9	4
420854423	6	6	0
420669387	5	5	0
420646324	9	6	3
420405185	12	7	5
419862412	30	14	16
419827244	12	8	4
419496332	15	9	6
419355239	12	6	6
418886614	9	7	2
418053276	7	4	3
417451224	5	5	0
416308218	6	6	0
415970809	8	7	1
415758374	10	7	3
414861683	7	6	1
414694214	6	6	0
414411920	11	7	4
414250388	3	3	0
413502949	9	7	2
413355004	7	5	2
413302942	6	6	0
413147154	6	6	0
413053498	5	5	0
412256870	11	8	3
412166034	3	3	0
411664294	5	5	0
411662588	12	9	3
411459806	6	6	0
411079985	5	5	0
410715927	8	7	1
410307588	11	8	3
410205510	3	3	0
410188819	6	6	0
410005202	8	7	1
409441920	5	5	0
409108133	6	6	0
408860240	5	3	2
408809476	6	6	0
408193834	14	10	4
407904256	6	6	0
407810011	8	7	1
407520076	12	9	3
406776426	5	5	0
406495602	9	7	2
406149093	6	6	0
406137366	6	6	0
405920510	9	7	2
405553535	2	2	0
405253759	14	10	4
405090527	6	6	0
404931574	12	9	3
404527410	35	18	17
404471430	6	6	0
404439988	43	19	24
404296123	2	2	0
404243242	6	6	0
404129348	6	6	0
404079470	7	6	1
403513776	10	8	2
403403458	7	6	1
403321473	6	6	0
402882199	20	11	9
402134180	6	6	0
401352669	6	6	0
401054118	13	9	4
400989122	8	7	1
400633906	8	7	1
400476880	5	5	0
400416369	25	11	14
400083296	2	2	0
399943470	10	6	4
399849349	6	6	0
399832929	5	4	1
399708979	6	6	0
399598797	15	9	6
399375958	9	7	2
399264545	13	10	3
399228897	5	5	0
399128339	18	10	8
398941795	6	6	0
398802784	29	14	15
398460645	10	7	3
398282209	13	10	3
397866118	17	8	9
397821810	4	3	1
397772589	5	5	0
397652619	6	6	0
397499177	21	13	8
397156426	6	6	0
397099108	15	10	5
396981112	47	22	25
396968603	27	15	12
396635680	41	23	18
396358983	19	10	9
396188314	2	2	0
396165579	11	9	2
396000532	14	8	6
395460748	3	3	0
395182734	3	3	0
395091449	15	11	4
394768051	12	8	4
394616889	3	3	0
394463812	85	29	56
394262444	5	4	1
393914343	6	6	0
393707883	30	14	16
393453214	14	6	8
393399988	11	8	3
393076975	6	6	0
392758391	10	7	3
392226635	6	6	0
392007062	5	5	0
391840806	6	6	0
391438178	6	6	0
391323993	24	14	10
391150045	17	11	6
391083179	2	2	0
390967854	5	5	0
390591693	7	6	1
390573289	13	8	5
390419674	13	9	4
390065375	48	20	28
389933848	2	2	0
389704880	13	6	7
389663140	10	7	3
389646655	2	2	0
389389365	3	3	0
388884893	6	6	0
388852590	3	3	0
388817835	6	6	0
388787231	14	9	5
388580614	10	8	2
387866051	5	4	1
387254112	6	6	0
387215661	3	3	0
386438757	1	1	0
386098036	10	8	2
385991878	9	7	2
385842322	11	6	5
385766994	12	7	5
385615160	9	6	3
385206497	15	10	5
385190120	1	1	0
384753450	6	6	0
384553360	6	6	0
384353355	18	12	6
384054257	6	6	0
383325480	6	6	0
383306059	15	10	5
383127236	6	6	0
382958415	8	7	1
382874075	18	11	7
382793134	5	5	0
382729414	42	15	27
382696971	13	9	4
382473625	6	6	0
382445826	6	6	0
382383687	9	7	2
382237928	9	7	2
382119555	5	5	0
381784704	3	3	0
381724134	1	1	0
381649810	13	10	3
381463186	6	6	0
381355139	5	5	0
380835091	10	8	2
380700505	3	3	0
380681865	9	6	3
380458690	6	6	0
380164916	11	7	4
379703183	6	6	0
379520537	6	6	0
379372280	86	38	48
379358361	5	5	0
378887980	5	5	0
378877879	8	7	1
378796401	12	8	4
378702582	6	6	0
378584885	11	8	3
378519881	14	9	5
378309819	9	7	2
378280179	8	7	1
377849695	6	6	0
377584071	11	9	2
376871674	5	5	0
376704596	10	8	2
376646771	20	12	8
376532826	6	6	0
376449881	3	3	0
376287566	6	6	0
376066382	8	7	1
376048395	6	6	0
375970092	6	6	0
375834227	5	5	0
375273111	6	4	2
374924562	2	2	0
374605870	9	7	2
374150167	6	6	0
374047429	11	8	3
374018896	14	9	5
373716188	6	6	0
373683584	6	6	0
373576969	2	2	0
373247848	13	9	4
373048470	28	13	15
373018122	6	6	0
372826356	5	5	0
372654202	13	9	4
372649262	6	6	0
372459843	16	11	5
372344886	15	9	6
372268139	11	8	3
372256077	10	8	2
372219544	14	7	7
372177676	6	6	0
372106694	6	6	0
372104765	20	12	8
371730061	2	2	0
371294198	5	5	0
371284520	1	1	0
370950356	6	6	0
370589176	6	6	0
370467756	16	10	6
370405407	8	7	1
370219223	3	3	0
370092497	61	27	34
369538245	6	6	0
369472752	8	7	1
369280203	21	12	9
368375795	5	5	0
368336679	10	8	2
368119031	8	7	1
367848099	10	6	4
367759246	5	3	2
367723332	8	5	3
367598216	6	6	0
367479431	9	7	2
367013889	8	7	1
366987672	63	25	38
366977662	12	9	3
366884496	6	6	0
366788081	2	2	0
366597196	3	3	0
366590467	8	7	1
366290515	6	6	0
366270704	6	6	0
366228961	13	8	5
366028187	12	9	3
365573051	6	6	0
365534889	6	6	0
365226129	8	7	1
364908696	6	6	0
364739246	38	17	21
364433945	52	24	28
364365485	3	3	0
364322157	5	5	0
364145294	29	16	13
364096957	6	6	0
363912642	26	12	14
363785350	3	3	0
363591630	5	5	0
363507401	6	6	0
363501973	9	6	3
363236916	5	5	0
363188996	2	2	0
363160801	12	8	4
363160745	6	6	0
362900909	6	6	0
362834238	6	6	0
362055218	3	3	0
362002153	6	6	0
361756202	5	5	0
361691792	6	6	0
361488710	6	6	0
361104044	6	6	0
360865891	3	3	0
360819236	8	7	1
360748987	6	6	0
360748661	3	3	0
360563176	6	6	0
360550838	6	6	0
360404899	8	7	1
360067460	5	5	0
359731268	5	5	0
359343310	10	7	3
359337210	10	8	2
359336997	8	7	1
359180054	5	5	0
359130529	3	3	0
359039922	10	8	2
358755158	3	3	0
358551901	6	6	0
358356165	1	1	0
358308684	11	8	3
358169909	5	5	0
357682272	23	12	11
357459755	8	5	3
357011440	8	5	3
356688276	4	4	0
356517851	12	7	5
355934060	6	6	0
355482050	12	5	7
355301373	6	6	0
355217659	6	6	0
354884368	18	12	6
354540211	11	8	3
354209751	12	9	3
354190355	12	8	4
353970410	5	4	1
353779556	6	6	0
353707140	35	18	17
353686535	6	6	0
353447596	10	8	2
353399790	6	6	0
353336580	8	7	1
353315583	6	6	0
352949993	14	8	6
352455699	20	11	9
352419040	29	13	16
352371946	6	6	0
352244753	1	1	0
352234491	2	2	0
351863355	6	6	0
351132434	8	6	2
350940670	28	16	12
350789900	6	5	1
350782441	6	6	0
350321982	6	6	0
350176900	23	13	10
349903273	5	5	0
349788855	13	8	5
349639447	19	13	6
349175678	9	7	2
348809745	3	3	0
348734394	6	6	0
348508457	6	6	0
348404290	6	6	0
348388791	5	5	0
347824043	2	2	0
347440265	14	10	4
347344977	1	1	0
347302999	6	6	0
347136627	54	24	30
346950294	18	8	10
346562099	8	7	1
346247878	8	5	3
346181883	13	10	3
346143374	6	6	0
346045222	5	5	0
346019820	9	7	2
345996385	5	5	0
345955930	2	2	0
345789611	9	7	2
345660395	6	6	0
345498607	29	14	15
345485384	15	6	9
345323578	3	3	0
343519664	1	1	0
343403224	5	5	0
343397371	19	12	7
343346868	12	9	3
343218834	3	3	0
343036196	6	6	0
342894015	5	5	0
342660875	6	6	0
342622078	9	7	2
342580698	6	6	0
342194469	5	5	0
342171425	6	6	0
342123958	6	6	0
