id	Всего сообщений	Сообщений ученика	Сообщений учителя
424878708	3	1	2
349175678	8	6	2
151073475	3	1	2
256596022	19	11	8
118074006	11	8	3
217167991	15	11	4
474630642	4	2	2
233139578	15	10	5
276902154	22	9	13
492434887	16	10	6
168028520	9	7	2
315849087	13	10	3
215534446	91	38	53
150837137	12	8	4
364433945	51	23	28
498966311	13	8	5
376365980	40	15	25
172136705	14	6	8
325419300	11	8	3
222204648	10	4	6
277159377	15	10	5
244101686	10	6	4
396635680	22	12	10
504894325	12	8	4
190846948	10	6	4
385615160	8	5	3
176569461	10	5	5
187674806	10	6	4
208086653	9	4	5
161021786	5	2	3
270011281	19	12	7
245222249	20	12	8
525306194	22	13	9
241310331	17	8	9
217779669	18	8	10
125914650	8	4	4
508317383	7	6	1
533962475	11	5	6
264327676	26	15	11
116443738	39	23	16
149109309	38	15	23
202091086	18	9	9
475934828	6	3	3
351132434	7	5	2
227737255	25	13	12
210083755	4	2	2
187058955	20	13	7
478604648	16	10	6
185617740	7	4	3
380499150	4	2	2
527882444	4	2	2
122566845	20	8	12
492012389	7	3	4
228959900	8	6	2
215575279	6	3	3
198975930	13	8	5
155885354	14	9	5
157382863	11	6	5
66040059	12	7	5
215283037	27	14	13
471927168	27	10	17
309389388	4	2	2
510216508	6	4	2
394463812	84	28	56
542014195	9	7	2
172696201	9	4	5
315156561	9	7	2
487485665	14	11	3
199829661	7	4	3
281877381	26	11	15
91369543	6	3	3
417100885	2	1	1
233994806	11	4	7
453864351	25	12	13
132955201	7	4	3
180398658	17	12	5
177493405	19	10	9
158491802	26	11	15
203242097	16	8	8
134890901	11	8	3
209092223	12	8	4
279530612	16	10	6
74167423	9	7	2
312361165	13	7	6
211784083	34	17	17
472665019	8	4	4
152692851	7	4	3
407687427	4	0	4
134880398	9	7	2
508786145	31	17	14
254878137	13	9	4
31793065	6	3	3
139354333	3	1	2
40864241	16	10	6
521278810	99	41	58
307306219	6	3	3
286838728	7	6	1
216642322	9	7	2
154286664	18	11	7
520494787	4	3	1
90882764	19	11	8
210895568	27	13	14
539287118	8	6	2
208685785	38	21	17
194152151	6	3	3
143097228	26	13	13
207658719	20	15	5
77379207	36	20	16
489777758	13	8	5
216222028	33	18	15
289497545	7	6	1
277843740	4	2	2
76619255	17	7	10
126372658	8	6	2
216857834	11	6	5
123166618	16	9	7
180033157	2	1	1
269609076	55	26	29
156559185	21	12	9
479175187	4	3	1
223672114	17	8	9
202943046	16	11	5
329820763	13	9	4
471650901	21	12	9
231698545	12	6	6
49496336	5	2	3
505302345	7	6	1
319142574	9	5	4
77931245	14	7	7
381374477	7	4	3
407179642	23	9	14
176490090	33	15	18
249079548	10	6	4
64156005	21	14	7
532647982	18	10	8
532599377	1	1	0
531935939	5	5	0
544952797	13	8	5
544883312	1	1	0
544794584	8	4	4
544763802	7	5	2
544735677	17	9	8
544629525	1	1	0
544590701	2	2	0
544549634	28	13	15
544473919	5	5	0
544218969	8	5	3
544095833	10	7	3
543954702	9	7	2
543879545	6	5	1
543764641	87	43	44
543729450	5	5	0
543725825	4	4	0
543686386	10	6	4
543485631	5	5	0
543341184	17	12	5
542926037	7	6	1
542866165	7	6	1
542786011	4	3	1
542784711	5	5	0
542508366	5	5	0
541645408	18	12	6
541528198	4	4	0
541364344	15	11	4
541105584	10	7	3
540630006	6	5	1
540316612	17	10	7
540132091	5	5	0
539962653	14	10	4
539855071	4	3	1
539243211	74	46	28
539201716	5	5	0
539167829	5	5	0
538270935	14	8	6
537920759	7	6	1
537876010	11	6	5
537854339	80	40	40
537401268	10	7	3
537336815	4	3	1
537252955	10	7	3
537142238	19	11	8
536932655	10	4	6
536641100	5	5	0
536596928	2	2	0
536152736	7	6	1
535979158	21	9	12
535658047	5	5	0
535557015	63	23	40
535423277	22	10	12
534516328	5	5	0
533799454	5	5	0
533210725	12	6	6
533166295	13	8	5
531921328	5	5	0
530733760	5	5	0
530552849	1	1	0
530347148	5	5	0
529846250	2	2	0
529370191	8	7	1
529224132	1	1	0
528962836	10	7	3
528305376	5	5	0
527988015	5	5	0
527598645	26	13	13
527569256	5	5	0
527191177	4	4	0
526913261	5	5	0
526758629	4	3	1
526730043	5	5	0
526643024	5	5	0
526440713	2	2	0
526427934	8	5	3
525358861	6	3	3
525154238	1	1	0
524906952	5	5	0
524790931	2	2	0
524643768	7	6	1
524616965	5	3	2
524375954	8	6	2
523966364	82	40	42
523956156	5	4	1
523647146	4	4	0
522372788	5	5	0
522368102	7	6	1
522190861	40	20	20
522162132	12	7	5
522069624	61	31	30
522058664	4	4	0
521161030	4	4	0
520840338	5	5	0
520434872	9	7	2
520273840	7	4	3
520047622	1	1	0
519864382	5	5	0
519362623	5	5	0
519355974	5	3	2
517393217	12	6	6
517360239	5	5	0
517308534	4	4	0
517262357	10	6	4
517233167	9	7	2
517106462	5	5	0
516414262	5	5	0
516157558	4	4	0
515547655	2	2	0
515271593	5	5	0
514754269	4	4	0
514427753	22	11	11
513977156	5	5	0
513851036	4	4	0
513725443	11	8	3
513160581	5	5	0
512787664	2	2	0
512731349	5	5	0
512472491	5	5	0
512303780	5	5	0
511970927	5	5	0
511277792	7	5	2
511037349	5	5	0
511006487	4	3	1
510517008	5	5	0
509772720	8	6	2
509673900	1	1	0
509524435	13	8	5
509403248	1	1	0
509372168	14	9	5
509356405	5	5	0
509284296	5	5	0
508967119	2	2	0
508894889	9	7	2
508535119	2	2	0
508515329	5	5	0
508420727	12	7	5
508384130	13	8	5
508260275	5	5	0
508212280	4	4	0
508123096	12	8	4
508116053	5	5	0
508112332	14	9	5
508076918	8	6	2
507952337	4	4	0
507754641	5	4	1
507656181	6	4	2
507518612	2	2	0
507284459	4	4	0
506660540	4	4	0
506343997	4	3	1
506282199	5	5	0
506144490	14	9	5
505877598	7	6	1
505868329	5	5	0
505799540	8	6	2
505699627	5	5	0
505665000	5	5	0
505581467	13	8	5
505297336	1	1	0
505101849	5	5	0
504087732	4	4	0
504071807	15	7	8
503915151	5	5	0
503893507	2	2	0
503875834	11	7	4
503768723	2	2	0
503703501	8	6	2
503694668	9	7	2
503642515	1	1	0
503589275	43	27	16
503544016	5	5	0
503431955	5	5	0
503307258	19	11	8
503258435	5	5	0
503157129	5	5	0
503125428	16	10	6
503121257	5	5	0
503001012	16	9	7
502661527	5	5	0
502224543	5	5	0
502170820	11	7	4
502129626	2	2	0
501020131	5	5	0
500599936	5	5	0
500450969	9	7	2
500359446	26	15	11
500188236	4	4	0
500145360	5	5	0
500070846	10	7	3
499721801	5	5	0
499655201	1	1	0
499539714	4	3	1
499427892	5	5	0
499379498	5	5	0
499267879	4	4	0
498652579	11	7	4
498648965	17	10	7
498629927	9	7	2
498557848	4	4	0
498302219	5	5	0
498104301	10	8	2
498031791	5	5	0
498023994	5	5	0
498004793	8	6	2
497990946	1	1	0
497700761	2	2	0
497533176	7	5	2
497481728	5	5	0
497297588	5	5	0
497142238	5	5	0
497090181	4	4	0
497052424	12	7	5
496917161	10	7	3
496893936	5	5	0
496801531	1	1	0
496696814	5	5	0
496685164	10	7	3
496521284	1	1	0
496508135	5	5	0
496488740	2	2	0
496264273	7	5	2
495884755	7	6	1
495422023	8	6	2
495091883	5	5	0
494826927	5	5	0
494692271	2	2	0
494405403	7	6	1
494232827	5	5	0
494042693	5	5	0
493366609	5	5	0
493087540	16	10	6
492973265	5	5	0
492953186	9	7	2
492889724	5	5	0
492387751	5	5	0
492207400	5	5	0
492162505	4	4	0
492136273	23	13	10
491685612	9	7	2
491641751	5	5	0
491595185	7	5	2
491557628	12	8	4
491543192	6	5	1
491219727	6	5	1
491068517	2	2	0
490768270	14	9	5
490472604	20	12	8
490383953	32	15	17
490166274	13	9	4
489394301	8	7	1
489318634	5	5	0
489164062	7	6	1
489087458	15	9	6
489083609	11	8	3
488670925	13	8	5
488639954	14	9	5
488523163	8	6	2
488422875	7	6	1
488403154	5	5	0
487884306	5	5	0
487648390	5	5	0
487145369	9	6	3
487102247	9	7	2
486779480	1	1	0
486774353	6	5	1
486356436	13	8	5
486223943	7	4	3
486157138	5	5	0
486130079	11	8	3
485983309	11	8	3
485923360	11	7	4
485064390	4	4	0
485049982	5	5	0
484837714	6	4	2
484485234	4	4	0
484443541	5	5	0
484168203	4	4	0
483999948	5	5	0
483970055	11	8	3
483557503	5	5	0
483552770	5	5	0
483504581	16	10	6
483456334	9	5	4
483398296	5	5	0
482344612	7	6	1
482185315	13	8	5
482060754	7	6	1
481100516	2	2	0
480940778	52	24	28
480512518	5	5	0
480252030	8	6	2
479273721	30	18	12
479158865	11	8	3
479099061	5	5	0
478943229	5	5	0
478745404	5	5	0
478585933	5	5	0
477783904	5	5	0
477386566	15	11	4
477211363	4	4	0
477058239	12	7	5
477050876	13	9	4
476893229	13	8	5
475366021	5	5	0
475356922	5	5	0
475040040	19	9	10
474861618	7	3	4
474658715	17	8	9
474128378	14	7	7
473858210	23	13	10
472902007	13	7	6
472569323	5	5	0
472337147	2	2	0
471794654	9	6	3
471236350	5	5	0
471008813	5	5	0
470920452	5	5	0
470874382	9	7	2
470797100	5	5	0
470525982	12	8	4
470286345	2	2	0
469992141	2	2	0
469603604	17	8	9
469600198	12	8	4
469161602	22	8	14
468245122	5	5	0
467898268	5	5	0
467888316	4	4	0
467506533	2	2	0
467174170	5	5	0
466753485	5	5	0
466430201	4	4	0
465797548	5	5	0
465593666	7	5	2
465550608	4	4	0
465359308	2	2	0
465356361	10	7	3
465166913	7	6	1
465121904	5	5	0
465078993	7	6	1
464135368	5	5	0
463946620	5	5	0
463820156	7	6	1
463352333	4	4	0
462668504	27	14	13
462664283	17	10	7
461975054	8	6	2
461775536	12	7	5
461465875	5	5	0
461402247	7	6	1
461293362	10	6	4
461280379	12	6	6
461094266	5	5	0
461055515	7	6	1
460926799	5	4	1
460693905	9	4	5
459908220	11	8	3
459255993	21	11	10
459142695	2	2	0
458933966	7	6	1
458317991	14	6	8
458237190	8	6	2
457581878	11	8	3
457355293	5	5	0
457039160	5	5	0
456468182	4	4	0
456232007	1	1	0
456036903	10	7	3
455905664	7	6	1
455792937	5	5	0
455560760	1	1	0
455114547	5	5	0
454947637	8	6	2
454639673	5	5	0
454490160	19	12	7
454210271	5	5	0
454095268	5	3	2
454085949	1	1	0
453987900	5	5	0
453486287	1	1	0
452876801	5	5	0
452194097	4	4	0
451470778	5	5	0
451459040	4	4	0
448945519	6	5	1
448707762	8	6	2
448378590	5	5	0
448157539	13	5	8
447610276	5	5	0
447304081	4	4	0
447092186	5	5	0
446976865	8	6	2
446818796	7	4	3
446780969	2	2	0
446720124	5	5	0
446532794	5	5	0
446165573	2	2	0
446093990	8	4	4
446022317	10	7	3
445933199	2	2	0
445853679	13	8	5
445615637	5	5	0
445453276	5	5	0
445453276	5	5	0
445095241	15	9	6
444874516	2	2	0
444645380	2	2	0
444498870	6	3	3
444238559	5	5	0
444100744	7	6	1
443985677	7	6	1
443971011	5	5	0
443950373	2	2	0
443873537	1	1	0
443623920	2	2	0
443571912	16	9	7
443285484	6	5	1
442956948	9	7	2
442785580	10	6	4
442573647	13	7	6
442285920	4	3	1
442206457	2	2	0
441970695	4	4	0
441876234	5	5	0
441768123	5	5	0
441734747	2	2	0
441542499	6	5	1
441428037	9	4	5
440007170	11	5	6
439931585	1	1	0
439757670	5	5	0
439575586	5	5	0
439571356	2	2	0
181555111	3	2	1
438945372	2	2	0
438601355	4	4	0
438482093	5	5	0
437996570	5	5	0
437743575	11	7	4
437645760	2	2	0
437427322	6	5	1
437072091	1	1	0
436798348	5	5	0
436666168	7	6	1
436430557	5	3	2
436398679	15	8	7
436313956	7	6	1
436077453	1	1	0
436009598	4	4	0
435898170	8	4	4
435756256	15	11	4
435434367	5	5	0
435403735	5	5	0
435224244	11	8	3
435214571	24	15	9
435189010	14	7	7
434729885	1	1	0
434617830	7	6	1
434468247	12	8	4
434053252	5	5	0
434009785	1	1	0
433654419	2	2	0
433540496	2	2	0
433305679	2	2	0
433146184	9	5	4
433094741	13	9	4
432553095	7	6	1
432502054	4	4	0
432368765	1	1	0
432316311	1	1	0
432090366	4	3	1
432011946	4	4	0
431996517	5	5	0
431891681	4	4	0
431647955	4	4	0
431373872	12	9	3
431335765	2	2	0
431268557	5	5	0
431042964	5	5	0
431039458	5	5	0
430873395	5	5	0
430721578	6	4	2
430442326	5	5	0
430048976	4	4	0
429876923	11	6	5
429513930	5	5	0
429367045	5	5	0
429145349	8	5	3
428733359	6	4	2
427393063	7	6	1
427282257	5	5	0
427170761	7	6	1
426675105	2	2	0
426561538	2	2	0
425049059	9	7	2
424556525	16	8	8
424222580	7	6	1
424027015	5	5	0
423859799	15	10	5
423044801	4	4	0
421891667	2	2	0
421431758	5	5	0
421280193	7	5	2
421088171	12	8	4
420854423	5	5	0
420669387	4	4	0
420646324	8	5	3
419827244	11	7	4
419496332	14	8	6
419355239	11	5	6
418886614	8	6	2
418053276	6	3	3
417451224	4	4	0
416308218	5	5	0
415970809	7	6	1
415758374	9	6	3
414861683	6	5	1
414694214	5	5	0
414411920	10	6	4
414250388	2	2	0
413536653	21	12	9
413502949	8	6	2
413302942	5	5	0
413147154	5	5	0
413053498	4	4	0
412256870	10	7	3
412166034	2	2	0
411664294	4	4	0
411662588	11	8	3
411459806	5	5	0
411079985	4	4	0
410715927	7	6	1
410307588	10	7	3
410205510	2	2	0
410188819	5	5	0
410005202	7	6	1
409441920	4	4	0
409108133	5	5	0
408860240	4	2	2
408809476	5	5	0
408404214	5	5	0
408193834	13	9	4
407904256	5	5	0
407810011	7	6	1
407520076	11	8	3
406776426	4	4	0
406495602	8	6	2
406149093	5	5	0
406137366	5	5	0
405920510	8	6	2
405828351	4	4	0
405553535	1	1	0
405253759	13	9	4
405090527	5	5	0
404471430	5	5	0
404439988	42	18	24
404296123	1	1	0
404243242	5	5	0
404129348	5	5	0
404079470	6	5	1
403513776	9	7	2
403403458	6	5	1
403321473	5	5	0
402882199	19	10	9
402134180	5	5	0
401352669	5	5	0
401054118	12	8	4
400989122	7	6	1
400633906	7	6	1
400476880	4	4	0
400416369	24	10	14
400083296	1	1	0
399849349	5	5	0
399832929	4	3	1
399708979	5	5	0
399598797	14	8	6
399375958	8	6	2
399264545	12	9	3
399228897	4	4	0
399128339	17	9	8
398941795	5	5	0
398802784	28	13	15
398460645	9	6	3
398282209	12	9	3
397866118	16	7	9
397821810	3	2	1
397772589	4	4	0
397652619	5	5	0
397499177	20	12	8
397156426	5	5	0
397099108	14	9	5
396981112	46	21	25
396358983	18	9	9
396188314	1	1	0
396165579	10	8	2
396000532	13	7	6
395460748	2	2	0
395182734	2	2	0
395091449	14	10	4
394768051	11	7	4
394616889	2	2	0
394262444	4	3	1
393914343	5	5	0
393533043	4	4	0
393453214	13	5	8
393076975	5	5	0
392758391	9	6	3
392602952	1	1	0
392226635	5	5	0
392007062	4	4	0
391840806	5	5	0
391787146	8	5	3
391438178	5	5	0
391323993	23	13	10
391083179	1	1	0
390967854	4	4	0
390591693	6	5	1
390573289	12	7	5
390427794	9	4	5
390419674	12	8	4
390065375	47	19	28
389933848	1	1	0
389663140	9	6	3
389646655	1	1	0
389389365	2	2	0
388884893	5	5	0
388852590	2	2	0
388817835	5	5	0
388787231	13	8	5
387866051	4	3	1
387254112	5	5	0
387215661	2	2	0
386098036	9	7	2
385991878	8	6	2
385842322	10	5	5
385766994	11	6	5
385206497	14	9	5
384853541	11	4	7
384753450	5	5	0
384553360	5	5	0
384054257	5	5	0
383325480	5	5	0
383306059	14	9	5
383127236	5	5	0
382958415	7	6	1
382874075	17	10	7
382793134	4	4	0
382729414	41	14	27
382696971	12	8	4
382473625	5	5	0
382445826	5	5	0
382383687	8	6	2
382237928	8	6	2
382119555	4	4	0
381784704	2	2	0
381649810	12	9	3
381463186	5	5	0
381355139	4	4	0
380835091	9	7	2
380700505	2	2	0
380681865	8	5	3
380458690	5	5	0
380164916	10	6	4
379703183	5	5	0
379520537	5	5	0
379372280	85	37	48
379358361	4	4	0
378887980	4	4	0
378877879	7	6	1
378796401	11	7	4
378702582	5	5	0
378584885	10	7	3
378519881	13	8	5
378309819	8	6	2
377849695	5	5	0
377584071	10	8	2
376871674	4	4	0
376704596	9	7	2
376646771	19	11	8
376532826	5	5	0
376449881	2	2	0
376287566	5	5	0
376066382	7	6	1
376049148	9	6	3
376048395	5	5	0
375979269	5	5	0
375970092	5	5	0
375834227	4	4	0
375273111	5	3	2
374924562	1	1	0
374150167	5	5	0
374047429	10	7	3
374018896	13	8	5
373716188	5	5	0
373683584	5	5	0
373576969	1	1	0
373048470	27	12	15
373018122	5	5	0
372826356	4	4	0
372654202	12	8	4
372649262	5	5	0
372459843	15	10	5
372344886	14	8	6
372268139	10	7	3
372256077	9	7	2
372219544	13	6	7
372177676	5	5	0
372106694	5	5	0
372104765	19	11	8
371767513	7	6	1
371730061	1	1	0
371294198	4	4	0
370950356	5	5	0
370589176	5	5	0
370467756	15	9	6
370405407	7	6	1
370219223	2	2	0
369538245	5	5	0
369472752	7	6	1
368375795	4	4	0
368336679	9	7	2
368119031	7	6	1
367848099	9	5	4
367782524	13	7	6
367759246	4	2	2
367598216	5	5	0
367479431	8	6	2
367013889	7	6	1
366987672	62	24	38
366977662	11	8	3
366884496	5	5	0
366788081	1	1	0
366597196	2	2	0
366590467	7	6	1
366290515	5	5	0
366270704	5	5	0
366228961	12	7	5
366028187	11	8	3
365573051	5	5	0
365534889	5	5	0
365226129	7	6	1
364908696	5	5	0
364739246	37	16	21
364365485	2	2	0
364322157	4	4	0
364096957	5	5	0
363912642	25	11	14
363785350	2	2	0
363591630	4	4	0
363507401	5	5	0
363501973	8	5	3
363236916	4	4	0
363188996	1	1	0
363160801	11	7	4
363160745	5	5	0
362900909	5	5	0
362834238	5	5	0
362795250	5	5	0
362055218	2	2	0
362002153	5	5	0
361756202	4	4	0
361691792	5	5	0
361488710	5	5	0
361104044	5	5	0
360865891	2	2	0
360847630	17	10	7
360819236	7	6	1
360748987	5	5	0
360748661	2	2	0
360563176	5	5	0
360550838	5	5	0
360404899	7	6	1
360067460	4	4	0
359731268	4	4	0
359343310	9	6	3
359337210	9	7	2
359336997	7	6	1
359180054	4	4	0
359130529	2	2	0
359039922	9	7	2
358755158	2	2	0
358551901	5	5	0
358436874	10	7	3
358308684	10	7	3
358169909	4	4	0
357682272	22	11	11
357459755	7	4	3
357011440	7	4	3
356688276	3	3	0
356517851	11	6	5
355934060	5	5	0
355482050	11	4	7
355301373	5	5	0
355217659	5	5	0
354540211	10	7	3
354209751	11	8	3
354190355	11	7	4
