,anzsic06,Area,year,geo_count,ec_count
1359329,A,A129200,2016,3,0
1359330,A,A129300,2016,3,0
1359331,A,A129400,2016,3,6
1359332,A,A129600,2016,0,18
1359333,A,A129700,2016,9,0
1359334,A,A129800,2016,3,0
1359335,A,A130000,2016,9,3
1359336,A,A130100,2016,0,0
1359337,A,A130200,2016,0,0
1359338,A,A130300,2016,3,0
1359339,A,A130400,2016,21,0
1359340,A,A130500,2016,3,0
1359341,A,A130600,2016,0,0
1359342,A,A130700,2016,6,0
1359343,A,A130800,2016,0,0
1359344,A,A130900,2016,3,0
1359345,A,A131100,2016,3,0
1359346,A,A131200,2016,9,3
1359347,A,A131300,2016,6,0
1359348,A,A131400,2016,0,0
1359349,A,A131500,2016,3,0
1359350,A,A131600,2016,6,0
1359351,A,A131700,2016,3,0
1359352,A,A131800,2016,6,0
1359353,A,A131900,2016,0,0
1359354,A,A132000,2016,0,0
1359355,A,A132100,2016,3,0
1359356,A,A132200,2016,0,0
1359357,A,A132400,2016,3,0
1359358,A,A132500,2016,0,0
1359359,A,A132600,2016,3,3
1359360,A,A132700,2016,3,0
1359361,A,A132800,2016,3,0
1359362,A,A133000,2016,0,0
1359363,A,A133100,2016,0,0
1359364,A,A133200,2016,15,12
1359365,A,A133300,2016,9,0
1359366,A,A133500,2016,3,3
1359367,A,A133600,2016,0,6
1359368,A,A133700,2016,15,6
1359369,A,A133900,2016,3,3
1359370,A,A134200,2016,3,0
1359371,A,A134300,2016,3,0
1359372,A,A134500,2016,9,3
1359373,A,A134600,2016,0,0
1359374,A,A134700,2016,0,0
1359375,A,A134900,2016,3,6
1359376,A,A135100,2016,0,0
1359377,A,A135300,2016,0,0
1359378,A,A135600,2016,3,0
1359379,A,A135700,2016,0,0
1359380,A,A135800,2016,0,0
1359381,A,A136000,2016,0,0
1359382,A,A136100,2016,3,0
1359383,A,A136300,2016,0,0
1359384,A,A136400,2016,12,3
1359385,A,A136600,2016,0,0
1359386,A,A136700,2016,3,0
1359387,A,A136800,2016,0,0
1359388,A,A136900,2016,6,3
1359389,A,A137400,2016,9,0
1359390,A,A137600,2016,3,0
1359391,A,A137700,2016,0,0
1359392,A,A137800,2016,3,0
1359393,A,A137900,2016,3,0
1359394,A,A138100,2016,0,0
1359395,A,A138300,2016,0,0
1359396,A,A138400,2016,6,0
1359397,A,A138500,2016,12,3
1359398,A,A138700,2016,6,3
1359399,A,A138900,2016,6,0
1359400,A,A139200,2016,3,0
1359401,A,A139300,2016,0,6
1359402,A,A139400,2016,0,0
1359403,A,A139700,2016,3,6
1359404,A,A139900,2016,3,0
1359405,A,A140000,2016,9,3
1359406,A,A140200,2016,3,0
1359407,A,A140300,2016,0,0
1359408,A,A140800,2016,6,3
1359409,A,A140900,2016,3,0
1359410,A,A141200,2016,0,0
1359411,A,A141400,2016,0,0
1359412,A,A141500,2016,6,9
1359413,A,A141700,2016,6,6
1359414,A,A141800,2016,3,0
1359415,A,A142000,2016,3,0
1359416,A,A142100,2016,3,0
1359417,A,A142200,2016,6,0
1359418,A,A142400,2016,3,6
1359419,A,A142700,2016,6,0
1359420,A,A142800,2016,6,3
1359421,A,A143000,2016,9,3
1359422,A,A143100,2016,3,0
1359423,A,A143300,2016,0,0
1359424,A,A143400,2016,0,3
1626113,A,A100100,2015,84,220
1626114,A,A100200,2015,153,160
1626115,A,A100300,2015,9,25
1626116,A,A100400,2015,51,55
1626117,A,A100500,2015,63,110
1626118,A,A100600,2015,9,30
1626119,A,A100700,2015,9,25
1626120,A,A100800,2015,18,30
1626121,A,A100900,2015,63,50
1626122,A,A101000,2015,42,25
1626123,A,A101100,2015,12,12
1626124,A,A101200,2015,87,9
1626125,A,A101300,2015,93,21
1626126,A,A101400,2015,63,21
1626127,A,A101500,2015,54,18
1626128,A,A101600,2015,51,15
1626129,A,A101700,2015,75,30
1626130,A,A101800,2015,45,21
1626131,A,A101900,2015,54,25
1626132,A,A102000,2015,93,25
1626133,A,A102100,2015,48,18
1626134,A,A102200,2015,87,120
1626135,A,A102300,2015,87,60
1626136,A,A102400,2015,39,21
1626137,A,A102500,2015,24,18
1626138,A,A102600,2015,84,230
1626139,A,A102700,2015,45,25
1626140,A,A102800,2015,18,75
1626141,A,A102900,2015,48,6
1626142,A,A103000,2015,15,25
1626143,A,A103100,2015,51,95
1626144,A,A103200,2015,63,60
1626145,A,A103300,2015,66,30
1626146,A,A103400,2015,66,35
1626147,A,A103500,2015,18,40
1626148,A,A103600,2015,54,12
1626149,A,A103700,2015,6,6
1626150,A,A103800,2015,6,15
1626151,A,A103900,2015,3,0
1626152,A,A104000,2015,30,60
1626153,A,A104100,2015,60,35
1626154,A,A104200,2015,9,6
1626155,A,A104300,2015,9,9
1626156,A,A104400,2015,15,6
1626157,A,A104500,2015,6,3
1626158,A,A104600,2015,3,0
1626159,A,A104700,2015,90,55
1626160,A,A104800,2015,219,220
1626161,A,A104900,2015,177,140
1626162,A,A105100,2015,129,90
1626163,A,A105200,2015,3,0
1626164,A,A105300,2015,75,85
1626165,A,A105400,2015,330,230
1626166,A,A105500,2015,18,12
1626167,A,A105600,2015,42,35
1626168,A,A105700,2015,45,45
1626169,A,A105800,2015,6,0
1626170,A,A105900,2015,9,0
1626171,A,A106000,2015,6,0
1626172,A,A106100,2015,9,40
1626173,A,A106200,2015,0,0
1626174,A,A106300,2015,45,30
1626175,A,A106500,2015,9,9
1626176,A,A106600,2015,9,3
1626177,A,A106700,2015,42,6
1626178,A,A106800,2015,3,0
1626179,A,A106900,2015,12,12
1626180,A,A107000,2015,0,0
1626181,A,A107100,2015,30,95
1626182,A,A107200,2015,6,9
1626183,A,A107300,2015,0,0
1626184,A,A107400,2015,3,0
1626185,A,A107500,2015,3,3
1626186,A,A107600,2015,3,0
1626187,A,A107700,2015,36,55
1626188,A,A107800,2015,207,120
1626189,A,A107900,2015,3,50
1626190,A,A108000,2015,78,18
1626191,A,A108100,2015,6,0
1626192,A,A108200,2015,0,0
1626193,A,A108300,2015,6,9
1626194,A,A108500,2015,36,25
1626195,A,A108600,2015,144,75
1626196,A,A108700,2015,6,0
1626197,A,A108800,2015,21,3
1626198,A,A108900,2015,18,21
1626199,A,A109000,2015,90,25
1626200,A,A109100,2015,345,470
1626201,A,A109200,2015,282,310
1626202,A,A109300,2015,42,180
1626203,A,A109400,2015,294,230
1626204,A,A109500,2015,147,110
1626205,A,A109600,2015,24,6
1626206,A,A109700,2015,120,110
1626207,A,A109800,2015,96,25
1626208,A,A109900,2015,6,0
1626209,A,A110100,2015,3,0
1626210,A,A110200,2015,138,100
1626211,A,A110400,2015,264,190
1626212,A,A110500,2015,18,18
1626213,A,A110700,2015,156,180
1626214,A,A110800,2015,135,80
1626215,A,A110900,2015,60,25
1626216,A,A111100,2015,21,6
1626217,A,A111200,2015,165,210
1626218,A,A111300,2015,15,3
1626219,A,A111400,2015,33,65
1626220,A,A111500,2015,57,85
1626221,A,A111600,2015,90,12
1626222,A,A111700,2015,12,15
1626223,A,A111800,2015,12,6
1626224,A,A111900,2015,12,6
1626225,A,A112000,2015,3,0
1626226,A,A112100,2015,51,18
1626227,A,A112200,2015,6,0
1626228,A,A112300,2015,45,25
1626229,A,A112400,2015,9,18
1626230,A,A112500,2015,42,15
1626231,A,A112600,2015,51,40
1626232,A,A112800,2015,6,0
1626233,A,A113000,2015,3,0
1626234,A,A113200,2015,39,60
1626235,A,A113300,2015,3,0
1626236,A,A113400,2015,30,6
1626237,A,A113500,2015,30,30
1626238,A,A113600,2015,0,0
1626239,A,A113700,2015,0,0
1626240,A,A113800,2015,6,100
1626241,A,A113900,2015,6,12
1626242,A,A114000,2015,3,0
1626243,A,A114100,2015,9,0
1626244,A,A114200,2015,18,55
1626245,A,A114300,2015,9,6
1626246,A,A114500,2015,0,0
1626247,A,A114700,2015,63,45
1626248,A,A114800,2015,9,25
1626249,A,A114900,2015,3,0
1626250,A,A115000,2015,12,15
1626251,A,A115300,2015,21,0
1626252,A,A115400,2015,6,0
1626253,A,A115500,2015,18,9
1626254,A,A115600,2015,12,6
1626255,A,A115700,2015,3,0
1626256,A,A115800,2015,0,6
1626257,A,A115900,2015,0,3
1626258,A,A116100,2015,48,230
1626259,A,A116200,2015,6,0
1626260,A,A116300,2015,9,12
1626261,A,A116400,2015,45,25
1626262,A,A116600,2015,9,30
1626263,A,A116700,2015,0,0
1626264,A,A116800,2015,3,3
1626265,A,A117000,2015,57,140
1626266,A,A117100,2015,15,9
1626267,A,A117200,2015,0,0
1626268,A,A117300,2015,6,3
1626269,A,A117400,2015,3,0
1626270,A,A117600,2015,0,0
1626271,A,A117700,2015,3,0
1626272,A,A117800,2015,3,3
1626273,A,A117900,2015,3,0
1626274,A,A118000,2015,9,25
1626275,A,A118200,2015,0,0
1626276,A,A118300,2015,0,0
1626277,A,A118600,2015,6,45
1626278,A,A118700,2015,3,0
1626279,A,A118800,2015,0,90
1626280,A,A118900,2015,3,0
1626281,A,A119400,2015,3,0
1626282,A,A119500,2015,0,0
1626283,A,A119600,2015,3,3
1626284,A,A119800,2015,3,3
1626285,A,A119900,2015,3,12
1626286,A,A120000,2015,0,6
1626287,A,A120100,2015,9,25
1626288,A,A120200,2015,6,12
1626289,A,A120300,2015,3,6
1626290,A,A120500,2015,0,0
1626291,A,A120600,2015,3,3
1626292,A,A120700,2015,3,0
1626293,A,A120800,2015,3,0
1626294,A,A120900,2015,6,0
1626295,A,A121100,2015,3,0
1626296,A,A121400,2015,0,0
1626297,A,A121700,2015,3,30
1626298,A,A121900,2015,3,0
1626299,A,A122000,2015,0,0
1626300,A,A122200,2015,3,0
1626301,A,A122300,2015,0,0
1626302,A,A122500,2015,3,0
1626303,A,A122700,2015,0,0
1626304,A,A122900,2015,3,0
1626305,A,A123100,2015,0,0
1626306,A,A123200,2015,3,0
1626307,A,A123300,2015,3,0
1626308,A,A123500,2015,0,3
1626309,A,A123700,2015,3,0
1626310,A,A123800,2015,3,3
1626311,A,A124200,2015,0,0
1626312,A,A124300,2015,0,0
1626313,A,A124700,2015,9,90
1626314,A,A124800,2015,0,0
1626315,A,A124900,2015,3,0
1626316,A,A125000,2015,0,0
1626317,A,A125100,2015,0,0
1626318,A,A125200,2015,3,0
1626319,A,A125300,2015,0,0
1626320,A,A125400,2015,0,0
1626321,A,A125500,2015,0,0
1626322,A,A125600,2015,0,0
1626323,A,A125900,2015,3,0
1626324,A,A126000,2015,3,25
1626325,A,A126100,2015,0,0
1626326,A,A126600,2015,6,0
1626327,A,A126700,2015,6,0
1626328,A,A126800,2015,9,0
1626329,A,A126900,2015,3,0
1626330,A,A127000,2015,3,0
1626331,A,A127300,2015,0,3
1626332,A,A127400,2015,6,12
1626333,A,A127500,2015,0,0
1626334,A,A127600,2015,9,45
1626335,A,A127700,2015,0,0
1626336,A,A127900,2015,3,0
1626337,A,A128000,2015,6,0
1626338,A,A128100,2015,3,0
1626339,A,A128200,2015,3,9
1626340,A,A128300,2015,6,9
1626341,A,A128400,2015,0,0
1626342,A,A128600,2015,27,0
1626343,A,A128700,2015,0,40
1626344,A,A128800,2015,3,0
1626345,A,A128900,2015,0,0
1626346,A,A129100,2015,0,3
1626347,A,A129200,2015,3,0
1626348,A,A129300,2015,0,0
1626349,A,A129400,2015,3,6
1626350,A,A129500,2015,3,0
1626351,A,A129600,2015,0,12
1626352,A,A129700,2015,9,0
1626353,A,A129800,2015,3,0
1626354,A,A130000,2015,9,3
1626355,A,A130100,2015,0,0
1626356,A,A130200,2015,0,0
1626357,A,A130300,2015,3,0
1626358,A,A130400,2015,18,0
1626359,A,A130500,2015,3,3
1626360,A,A130700,2015,3,0
1626361,A,A130800,2015,0,0
1626362,A,A130900,2015,3,0
1626363,A,A131200,2015,9,3
1626364,A,A131300,2015,6,0
1626365,A,A131400,2015,0,0
1626366,A,A131500,2015,3,6
1626367,A,A131600,2015,3,0
1626368,A,A131700,2015,3,12
1626369,A,A131800,2015,9,0
1626370,A,A131900,2015,0,0
1626371,A,A132000,2015,0,0
1626372,A,A132100,2015,3,0
1626373,A,A132200,2015,0,0
1626374,A,A132400,2015,3,0
1626375,A,A132500,2015,6,0
1626376,A,A132600,2015,0,0
1626377,A,A132700,2015,3,0
1626378,A,A132800,2015,3,0
1626379,A,A133000,2015,3,0
1626380,A,A133100,2015,0,0
1626381,A,A133200,2015,12,12
1626382,A,A133300,2015,9,6
1626383,A,A133500,2015,9,3
1626384,A,A133600,2015,0,6
1626385,A,A133700,2015,9,6
1626386,A,A133900,2015,0,12
1626387,A,A134200,2015,3,0
1626388,A,A134300,2015,3,0
1626389,A,A134500,2015,6,3
1626390,A,A134600,2015,0,0
1626391,A,A134700,2015,0,0
1626392,A,A134900,2015,3,6
1626393,A,A135300,2015,3,0
1626394,A,A135700,2015,0,0
1626395,A,A136000,2015,3,0
1626396,A,A136100,2015,3,0
1626397,A,A136300,2015,0,0
1626398,A,A136400,2015,9,3
1626399,A,A136700,2015,3,0
1626400,A,A136800,2015,3,0
1626401,A,A136900,2015,6,0
1626402,A,A137400,2015,6,0
1626403,A,A137600,2015,3,0
1626404,A,A137800,2015,3,0
1626405,A,A137900,2015,3,0
1626406,A,A138100,2015,3,0
1626407,A,A138300,2015,3,0
1626408,A,A138400,2015,3,3
1626409,A,A138500,2015,12,0
1626410,A,A138700,2015,6,0
1626411,A,A138900,2015,3,3
1626412,A,A139000,2015,3,0
1626413,A,A139200,2015,6,0
1626414,A,A139300,2015,3,0
1626415,A,A139400,2015,0,0
1626416,A,A139700,2015,3,3
1626417,A,A139900,2015,3,0
1626418,A,A140000,2015,9,3
1626419,A,A140200,2015,3,0
1626420,A,A140300,2015,0,0
1626421,A,A140800,2015,6,3
1626422,A,A140900,2015,0,0
1626423,A,A141400,2015,0,0
1626424,A,A141500,2015,3,0
1626425,A,A141700,2015,6,0
1626426,A,A141800,2015,3,0
1626427,A,A142000,2015,3,0
1626428,A,A142200,2015,9,0
1626429,A,A142400,2015,3,3
1626430,A,A142700,2015,6,0
1626431,A,A142800,2015,6,3
1626432,A,A143000,2015,6,0
1626433,A,A143300,2015,0,0
1626434,A,A143400,2015,3,3
1626435,A,A143500,2015,0,0
1626436,A,A144000,2015,3,0
1626437,A,A144100,2015,3,0
1626438,A,A144600,2015,12,150
1626439,A,A144700,2015,0,0
1626440,A,A145000,2015,0,0
1626441,A,A145200,2015,0,0
1626442,A,A145300,2015,3,12
1626443,A,A145500,2015,0,0
1626444,A,A145900,2015,6,25
1626445,A,A146100,2015,0,0
1891292,A,A100100,2014,81,260
1891293,A,A100200,2014,150,210
1891294,A,A100300,2014,12,30
1891295,A,A100400,2014,48,65
1891296,A,A100500,2014,63,160
1891297,A,A100600,2014,9,20
1891298,A,A100700,2014,12,30
1891299,A,A100800,2014,21,30
1891300,A,A100900,2014,63,45
1891301,A,A101000,2014,42,30
1891302,A,A101100,2014,12,12
1891303,A,A101200,2014,90,6
1891304,A,A101300,2014,99,95
1891305,A,A101400,2014,63,25
1891306,A,A101500,2014,51,30
1891307,A,A101600,2014,45,12
1891308,A,A101700,2014,75,18
1891309,A,A101800,2014,42,25
1891310,A,A101900,2014,57,25
1891311,A,A102000,2014,93,21
1891312,A,A102100,2014,42,9
1891313,A,A102200,2014,93,140
1891314,A,A102300,2014,87,65
1891315,A,A102400,2014,39,25
1891316,A,A102500,2014,24,25
1891317,A,A102600,2014,84,120
1891318,A,A102700,2014,48,35
1891319,A,A102800,2014,15,18
1891320,A,A102900,2014,51,9
1891321,A,A103000,2014,15,12
1891322,A,A103100,2014,51,100
1891323,A,A103200,2014,57,65
1891324,A,A103300,2014,63,30
1891325,A,A103400,2014,63,25
1891326,A,A103500,2014,18,50
1891327,A,A103600,2014,51,18
1891328,A,A103700,2014,6,3
1891329,A,A103800,2014,6,12
1891330,A,A103900,2014,3,0
1891331,A,A104000,2014,27,70
1891332,A,A104100,2014,57,50
1891333,A,A104200,2014,12,3
1891334,A,A104300,2014,9,9
1891335,A,A104400,2014,15,6
1891336,A,A104500,2014,3,3
1891337,A,A104600,2014,6,0
1891338,A,A104700,2014,93,55
1891339,A,A104800,2014,216,250
1891340,A,A104900,2014,177,140
1891341,A,A105100,2014,129,75
1891342,A,A105200,2014,6,0
1891343,A,A105300,2014,72,65
1891344,A,A105400,2014,321,210
1891345,A,A105500,2014,15,6
1891346,A,A105600,2014,36,12
1891347,A,A105700,2014,45,35
1891348,A,A105800,2014,0,0
1891349,A,A105900,2014,9,3
1891350,A,A106100,2014,9,30
1891351,A,A106200,2014,3,0
1891352,A,A106300,2014,48,21
1891353,A,A106500,2014,6,6
1891354,A,A106600,2014,9,3
1891355,A,A106700,2014,48,6
1891356,A,A106900,2014,9,6
1891357,A,A107000,2014,3,0
1891358,A,A107100,2014,24,65
1891359,A,A107200,2014,6,3
1891360,A,A107300,2014,3,0
1891361,A,A107500,2014,6,6
1891362,A,A107600,2014,6,0
1891363,A,A107700,2014,36,55
1891364,A,A107800,2014,198,100
1891365,A,A107900,2014,3,60
1891366,A,A108000,2014,81,25
1891367,A,A108100,2014,6,0
1891368,A,A108200,2014,0,0
1891369,A,A108300,2014,6,3
1891370,A,A108500,2014,36,40
1891371,A,A108600,2014,144,85
1891372,A,A108700,2014,6,6
1891373,A,A108800,2014,15,0
1891374,A,A108900,2014,18,30
1891375,A,A109000,2014,81,40
1891376,A,A109100,2014,339,430
1891377,A,A109200,2014,288,330
1891378,A,A109300,2014,39,170
1891379,A,A109400,2014,288,280
1891380,A,A109500,2014,153,100
1891381,A,A109600,2014,27,15
1891382,A,A109700,2014,114,110
1891383,A,A109800,2014,96,25
1891384,A,A109900,2014,0,0
1891385,A,A110100,2014,6,0
1891386,A,A110200,2014,141,85
1891387,A,A110400,2014,261,260
1891388,A,A110500,2014,15,15
1891389,A,A110700,2014,150,170
1891390,A,A110800,2014,129,75
1891391,A,A110900,2014,54,25
1891392,A,A111100,2014,21,9
1891393,A,A111200,2014,165,220
1891394,A,A111300,2014,12,3
1891395,A,A111400,2014,33,55
1891396,A,A111500,2014,60,80
1891397,A,A111600,2014,93,12
1891398,A,A111700,2014,9,15
1891399,A,A111800,2014,15,3
1891400,A,A111900,2014,15,6
1891401,A,A112000,2014,6,0
1891402,A,A112100,2014,51,18
1891403,A,A112200,2014,6,0
1891404,A,A112300,2014,48,30
1891405,A,A112400,2014,6,9
1891406,A,A112500,2014,45,12
1891407,A,A112600,2014,54,45
1891408,A,A112800,2014,3,0
1891409,A,A112900,2014,3,0
1891410,A,A113000,2014,3,0
1891411,A,A113200,2014,39,55
1891412,A,A113300,2014,3,0
1891413,A,A113400,2014,33,3
1891414,A,A113500,2014,30,30
1891415,A,A113600,2014,3,0
1891416,A,A113700,2014,3,0
1891417,A,A113800,2014,6,200
1891418,A,A113900,2014,3,6
1891419,A,A114100,2014,9,3
1891420,A,A114200,2014,18,50
1891421,A,A114300,2014,6,9
1891422,A,A114500,2014,0,0
1891423,A,A114700,2014,63,60
1891424,A,A114800,2014,9,18
1891425,A,A114900,2014,3,0
1891426,A,A115000,2014,12,12
1891427,A,A115100,2014,0,0
1891428,A,A115300,2014,21,0
1891429,A,A115400,2014,0,0
1891430,A,A115500,2014,21,25
1891431,A,A115600,2014,15,6
1891432,A,A115800,2014,0,3
1891433,A,A115900,2014,0,6
1891434,A,A116000,2014,0,0
1891435,A,A116100,2014,48,250
1891436,A,A116200,2014,0,0
1891437,A,A116300,2014,12,12
1891438,A,A116400,2014,48,30
1891439,A,A116600,2014,9,40
1891440,A,A116700,2014,0,0
1891441,A,A117000,2014,57,160
1891442,A,A117100,2014,15,6
1891443,A,A117200,2014,3,0
1891444,A,A117300,2014,6,0
1891445,A,A117400,2014,0,0
1891446,A,A117700,2014,0,0
1891447,A,A117900,2014,0,0
1891448,A,A118000,2014,12,9
1891449,A,A118300,2014,3,0
1891450,A,A118600,2014,6,45
1891451,A,A118700,2014,3,0
1891452,A,A118800,2014,6,75
1891453,A,A118900,2014,3,0
1891454,A,A119400,2014,3,0
1891455,A,A119500,2014,0,0
1891456,A,A119600,2014,3,0
1891457,A,A119800,2014,3,3
1891458,A,A119900,2014,3,12
1891459,A,A120000,2014,3,9
1891460,A,A120100,2014,9,21
1891461,A,A120200,2014,9,20
1891462,A,A120300,2014,3,0
1891463,A,A120600,2014,3,6
1891464,A,A120700,2014,3,3
1891465,A,A120800,2014,0,0
1891466,A,A120900,2014,3,0
1891467,A,A121100,2014,3,0
1891468,A,A121400,2014,3,0
1891469,A,A121600,2014,3,9
1891470,A,A121700,2014,3,25
1891471,A,A121900,2014,3,0
1891472,A,A122000,2014,3,0
1891473,A,A122300,2014,3,0
1891474,A,A122400,2014,0,0
1891475,A,A122500,2014,3,0
1891476,A,A122700,2014,0,0
1891477,A,A122900,2014,3,0
1891478,A,A123100,2014,0,0
1891479,A,A123200,2014,3,0
1891480,A,A123300,2014,0,0
1891481,A,A123500,2014,0,3
1891482,A,A123700,2014,6,0
1891483,A,A123800,2014,0,0
1891484,A,A124200,2014,0,0
1891485,A,A124300,2014,0,3
1891486,A,A124500,2014,0,0
1891487,A,A124700,2014,9,85
1891488,A,A124800,2014,0,0
1891489,A,A124900,2014,3,0
1891490,A,A125200,2014,3,0
1891491,A,A125300,2014,0,0
1891492,A,A125400,2014,0,0
1891493,A,A125500,2014,3,0
1891494,A,A125600,2014,0,0
1891495,A,A125700,2014,3,3
1891496,A,A125900,2014,3,0
1891497,A,A126000,2014,3,3
1891498,A,A126100,2014,3,0
1891499,A,A126500,2014,3,0
1891500,A,A126600,2014,6,0
1891501,A,A126700,2014,3,3
1891502,A,A126800,2014,6,0
1891503,A,A126900,2014,3,0
1891504,A,A127000,2014,0,0
1891505,A,A127300,2014,3,6
1891506,A,A127400,2014,6,12
1891507,A,A127500,2014,3,0
1891508,A,A127600,2014,12,40
1891509,A,A127700,2014,0,0
1891510,A,A127900,2014,0,0
1891511,A,A128000,2014,0,0
1891512,A,A128100,2014,3,0
1891513,A,A128200,2014,3,0
1891514,A,A128300,2014,3,12
1891515,A,A128400,2014,0,0
1891516,A,A128600,2014,15,0
1891517,A,A128700,2014,3,55
1891518,A,A128900,2014,3,0
1891519,A,A129100,2014,3,6
1891520,A,A129400,2014,0,6
1891521,A,A129500,2014,0,0
1891522,A,A129600,2014,3,15
1891523,A,A129700,2014,6,0
1891524,A,A130000,2014,6,6
1891525,A,A130100,2014,3,0
1891526,A,A130400,2014,15,0
1891527,A,A130500,2014,6,3
1891528,A,A130700,2014,3,0
1891529,A,A130800,2014,6,0
1891530,A,A130900,2014,0,0
1891531,A,A131200,2014,6,3
1891532,A,A131300,2014,3,0
1891533,A,A131500,2014,0,0
1891534,A,A131600,2014,0,0
1891535,A,A131700,2014,3,35
1891536,A,A131800,2014,9,0
1891537,A,A131900,2014,3,0
1891538,A,A132000,2014,0,0
1891539,A,A132100,2014,0,0
1891540,A,A132200,2014,3,0
1891541,A,A132400,2014,3,0
1891542,A,A132500,2014,3,0
1891543,A,A132700,2014,0,0
1891544,A,A132800,2014,0,0
1891545,A,A133000,2014,0,0
1891546,A,A133200,2014,12,15
1891547,A,A133300,2014,12,12
1891548,A,A133500,2014,6,0
1891549,A,A133600,2014,0,6
1891550,A,A133700,2014,9,6
1891551,A,A133900,2014,3,6
1891552,A,A134200,2014,3,0
1891553,A,A134300,2014,0,3
1891554,A,A134500,2014,3,3
1891555,A,A134600,2014,3,0
1891556,A,A134900,2014,0,3
1891557,A,A135300,2014,3,6
1891558,A,A135700,2014,3,0
1891559,A,A135900,2014,0,0
1891560,A,A136000,2014,6,0
1891561,A,A136100,2014,3,0
1891562,A,A136400,2014,6,0
1891563,A,A136700,2014,3,0
1891564,A,A136800,2014,3,0
1891565,A,A136900,2014,0,0
1891566,A,A137400,2014,6,0
1891567,A,A137600,2014,0,0
1891568,A,A137800,2014,0,0
1891569,A,A137900,2014,3,0
1891570,A,A138100,2014,3,0
1891571,A,A138300,2014,0,0
1891572,A,A138400,2014,0,0
1891573,A,A138500,2014,6,0
1891574,A,A138700,2014,3,0
1891575,A,A138900,2014,3,0
1891576,A,A139200,2014,6,0
1891577,A,A139300,2014,3,0
1891578,A,A139400,2014,0,0
1891579,A,A139700,2014,3,0
1891580,A,A140000,2014,6,3
1891581,A,A140200,2014,0,0
1891582,A,A140300,2014,0,0
1891583,A,A140400,2014,0,0
1891584,A,A140800,2014,3,3
1891585,A,A141000,2014,3,0
1891586,A,A141100,2014,0,0
1891587,A,A141400,2014,0,0
1891588,A,A141500,2014,0,0
1891589,A,A141600,2014,3,0
1891590,A,A141700,2014,3,0
1891591,A,A141800,2014,0,0
1891592,A,A141900,2014,0,0
1891593,A,A142000,2014,3,3
1891594,A,A142200,2014,6,0
1891595,A,A142400,2014,0,0
1891596,A,A142700,2014,3,0
1891597,A,A142800,2014,0,0
1891598,A,A143000,2014,3,0
1891599,A,A143300,2014,3,0
1891600,A,A143400,2014,3,3
1891601,A,A143500,2014,0,0
1891602,A,A144000,2014,6,0
1891603,A,A144100,2014,3,0
1891604,A,A144200,2014,3,0
1891605,A,A144600,2014,9,170
1891606,A,A144800,2014,3,0
1891607,A,A145000,2014,0,0
1891608,A,A145200,2014,0,0
1891609,A,A145300,2014,0,0
1891610,A,A145500,2014,3,0
1891611,A,A145800,2014,0,0
1891612,A,A145900,2014,3,50
1891613,A,A146100,2014,3,0
1891614,A,A146400,2014,6,0
1891615,A,A146500,2014,0,3
1891616,A,A146600,2014,0,0
1891617,A,A146900,2014,6,0
1891618,A,A147000,2014,0,0
1891619,A,A147100,2014,3,3
1891620,A,A147200,2014,0,0
1891621,A,A147500,2014,0,0
1891622,A,A147600,2014,3,0
1891623,A,A147700,2014,0,0
1891624,A,A147900,2014,6,55
2153967,A,A100100,2013,87,190
2153968,A,A100200,2013,153,190
2153969,A,A100300,2013,15,12
2153970,A,A100400,2013,48,65
2153971,A,A100500,2013,66,140
2153972,A,A100600,2013,9,15
2153973,A,A100700,2013,15,35
2153974,A,A100800,2013,21,21
2153975,A,A100900,2013,63,45
2153976,A,A101000,2013,48,30
2153977,A,A101100,2013,18,9
2153978,A,A101200,2013,87,9
2153979,A,A101300,2013,99,180
2153980,A,A101400,2013,63,21
2153981,A,A101500,2013,48,25
2153982,A,A101600,2013,51,18
2153983,A,A101700,2013,75,95
2153984,A,A101800,2013,45,25
2153985,A,A101900,2013,57,30
2153986,A,A102000,2013,93,30
2153987,A,A102100,2013,45,9
2153988,A,A102200,2013,90,110
2153989,A,A102300,2013,87,50
2153990,A,A102400,2013,39,25
2153991,A,A102500,2013,27,30
2153992,A,A102600,2013,81,95
2153993,A,A102700,2013,51,30
2153994,A,A102800,2013,18,15
2153995,A,A102900,2013,48,6
2153996,A,A103000,2013,15,30
2153997,A,A103100,2013,51,130
2153998,A,A103200,2013,54,55
2153999,A,A103300,2013,60,40
2154000,A,A103400,2013,63,70
2154001,A,A103500,2013,18,50
2154002,A,A103600,2013,48,18
2154003,A,A103700,2013,6,6
2154004,A,A103800,2013,6,12
2154005,A,A103900,2013,3,0
2154006,A,A104000,2013,30,21
2154007,A,A104100,2013,60,40
2154008,A,A104200,2013,9,6
2154009,A,A104300,2013,9,12
2154010,A,A104400,2013,15,6
2154011,A,A104500,2013,3,0
2154012,A,A104600,2013,3,0
2154013,A,A104700,2013,96,50
2154014,A,A104800,2013,219,200
2154015,A,A104900,2013,180,160
2154016,A,A105100,2013,135,70
2154017,A,A105200,2013,3,0
2154018,A,A105300,2013,72,70
2154019,A,A105400,2013,318,170
2154020,A,A105500,2013,15,6
2154021,A,A105600,2013,39,6
2154022,A,A105700,2013,51,40
2154023,A,A105800,2013,3,0
2154024,A,A105900,2013,9,3
2154025,A,A106100,2013,12,50
2154026,A,A106200,2013,0,0
